CanopyHeight,x_coord,y_coord
0.632345679012346,668914,258625
0.727901234567901,669610,258847
0.548395061728395,670330,258727
0.198518518518519,668734,258727
0.556049382716049,674470,258433
0.139753086419753,670444,260125
0.57679012345679,674404,258505
0.597037037037037,670996,260113
0.677283950617284,672298,258769
0.347901234567901,671938,259387
0.0441975308641975,674518,258655
0.718518518518519,668698,258289
0.564691358024691,668824,259351
0.0740740740740741,672412,258331
0.142469135802469,669604,259711
0.0066666666666666,671812,258583
0.25358024691358,673696,258721
0.645925925925926,670336,259267
0.699259259259259,673516,258457
0.667654320987654,671134,259867
0.679506172839506,673564,258511
0.117777777777778,672418,258517
0.611111111111111,671242,259021
0.388888888888889,670288,258799
0.619753086419753,673480,259051
0.305432098765432,669022,259195
0.48320987654321,670444,258337
0.470864197530864,674446,259441
0.335802469135803,671326,259417
0.579012345679012,673564,259429
0.668888888888889,672232,259987
0.685185185185185,672484,260017
0.546913580246914,669994,258535
0.566666666666667,670780,258919
0.0029629629629629,672550,258301
0.474074074074074,669112,258235
0.603703703703704,672070,259321
0.764197530864198,670198,258775
0.435555555555556,670462,259111
0.24716049382716,674764,258895
0.538518518518519,672304,259279
0.265432098765432,669178,259603
0.786913580246914,668986,259435
0.507407407407407,674920,258877
0.757777777777778,674416,258805
0.171111111111111,672310,258613
0.233333333333333,672640,259453
0.348395061728395,671458,259399
0.657037037037037,669844,259183
0.421728395061728,670006,259303
0.139506172839506,673072,258265
0.717283950617284,673624,258715
0.488888888888889,669652,258535
0.363950617283951,670228,259345
0.263950617283951,674206,258355
0.593333333333333,672400,259909
0.744444444444445,671536,258811
0.192098765432099,672268,259705
0.627901234567901,671716,258955
0.665432098765432,672166,259063
0.612098765432099,671266,259207
0.372098765432099,670012,258625
0.44641975308642,669940,258589
0.444197530864198,669490,259807
0.277530864197531,671008,259699
0.595555555555556,670960,258817
0.64641975308642,668668,258277
0.320740740740741,670822,259825
0.342716049382716,670276,259855
0.511111111111111,670672,259129
0.724691358024691,671728,259771
0.655061728395062,672988,259315
0.52641975308642,670012,258199
0.575308641975309,670270,258445
0.0037037037037037,670606,258163
0.167160493827161,671278,258163
0.596296296296296,674446,259165
0.69037037037037,670306,259489
0.474567901234568,670300,258883
0.0167901234567901,669592,259681
0.667407407407407,670282,259681
0.460987654320988,674266,258763
0.267901234567901,674914,259483
0.654074074074074,669322,259063
0.36641975308642,670546,259387
0.27679012345679,671974,258697
0.411358024691358,672430,259147
0.53037037037037,673498,259447
0.66,674230,258343
0.507407407407408,673780,258529
0.13037037037037,669904,259975
0.284938271604938,670270,258901
0.550617283950617,669688,258715
0.0197530864197531,668584,258649
0.0474074074074074,671428,258397
0.431851851851852,670714,259711
0.654320987654321,672610,259525
0.381728395061728,670594,259375
